rouge1,rouge2,rouge3,rouge4,rougeL
0.42045454545454547,0.1839080459770115,0.09302325581395349,0.023529411764705882,0.3181818181818182
0.5757575757575758,0.27692307692307694,0.15625,0.07936507936507936,0.3787878787878788
0.4696969696969697,0.16923076923076924,0.015625,0.0,0.16666666666666666
0.2631578947368421,0.125,0.07272727272727272,0.037037037037037035,0.12280701754385964
0.30952380952380953,0.1686746987951807,0.0975609756097561,0.07407407407407407,0.20238095238095238
0.45098039215686275,0.14,0.10204081632653061,0.0625,0.29411764705882354
0.5076923076923077,0.140625,0.031746031746031744,0.0,0.23076923076923078
0.43137254901960786,0.12,0.04081632653061224,0.0,0.19607843137254902
0.3114754098360656,0.05,0.0,0.0,0.14754098360655737
0.3389830508474576,0.13793103448275862,0.05263157894736842,0.017857142857142856,0.2033898305084746
0.421875,0.15873015873015872,0.04838709677419355,0.0,0.21875
0.43137254901960786,0.22,0.10204081632653061,0.041666666666666664,0.29411764705882354
0.410958904109589,0.25,0.18309859154929578,0.14285714285714285,0.3150684931506849
0.42168674698795183,0.17073170731707318,0.1111111111111111,0.0875,0.1566265060240964
0.35064935064935066,0.13157894736842105,0.08,0.05405405405405406,0.19480519480519481
0.2833333333333333,0.0847457627118644,0.017241379310344827,0.0,0.16666666666666666
0.5333333333333333,0.3728813559322034,0.3275862068965517,0.3157894736842105,0.4
0.7837837837837838,0.6666666666666666,0.4857142857142857,0.3235294117647059,0.5945945945945946
0.45,0.31645569620253167,0.2948717948717949,0.2727272727272727,0.325
0.5443037974683544,0.358974358974359,0.2597402597402597,0.19736842105263158,0.45569620253164556
0.4857142857142857,0.2647058823529412,0.21212121212121213,0.1875,0.42857142857142855
0.36363636363636365,0.12962962962962962,0.05660377358490566,0.019230769230769232,0.3090909090909091
0.5303030303030303,0.35384615384615387,0.265625,0.1746031746031746,0.42424242424242425
0.39436619718309857,0.08571428571428572,0.0,0.0,0.18309859154929578
0.36470588235294116,0.15476190476190477,0.0963855421686747,0.06097560975609756,0.17647058823529413
0.29411764705882354,0.14925373134328357,0.06060606060606061,0.015384615384615385,0.2647058823529412
0.2702702702702703,0.0958904109589041,0.041666666666666664,0.014084507042253521,0.14864864864864866
0.5441176470588235,0.208955223880597,0.12121212121212122,0.06153846153846154,0.29411764705882354
0.4444444444444444,0.16129032258064516,0.08196721311475409,0.05,0.2698412698412698
0.2571428571428571,0.057971014492753624,0.0,0.0,0.18571428571428572
0.5540540540540541,0.3698630136986301,0.2361111111111111,0.16901408450704225,0.3783783783783784
0.4406779661016949,0.1896551724137931,0.12280701754385964,0.08928571428571429,0.288135593220339
0.7195121951219512,0.654320987654321,0.625,0.5949367088607594,0.5609756097560976
0.4666666666666667,0.22972972972972974,0.1643835616438356,0.125,0.26666666666666666
0.4787234042553192,0.16129032258064516,0.05434782608695652,0.02197802197802198,0.24468085106382978
0.423728813559322,0.1896551724137931,0.10526315789473684,0.017857142857142856,0.2542372881355932
0.42391304347826086,0.2967032967032967,0.23333333333333334,0.19101123595505617,0.358695652173913
0.31645569620253167,0.14102564102564102,0.09090909090909091,0.06578947368421052,0.21518987341772153
0.09090909090909091,0.0,0.0,0.0,0.05454545454545454
0.35135135135135137,0.08333333333333333,0.02857142857142857,0.0,0.16216216216216217
0.3125,0.036036036036036036,0.00909090909090909,0.0,0.11607142857142858
0.36619718309859156,0.11428571428571428,0.057971014492753624,0.029411764705882353,0.16901408450704225
0.5185185185185185,0.18867924528301888,0.038461538461538464,0.0,0.3148148148148148
0.43137254901960786,0.24,0.14285714285714285,0.10416666666666667,0.39215686274509803
0.2459016393442623,0.13333333333333333,0.06779661016949153,0.017241379310344827,0.21311475409836064
0.35185185185185186,0.09433962264150944,0.038461538461538464,0.0,0.16666666666666666
0.625,0.42857142857142855,0.3064516129032258,0.22950819672131148,0.421875
0.4864864864864865,0.1780821917808219,0.09722222222222222,0.056338028169014086,0.32432432432432434
0.5230769230769231,0.3125,0.15873015873015872,0.06451612903225806,0.38461538461538464
0.4626865671641791,0.22727272727272727,0.09230769230769231,0.046875,0.2835820895522388
