rouge1,rouge2,rouge3,rouge4,rougeL
0.5681818181818182,0.23255813953488372,0.11904761904761904,0.024390243902439025,0.2727272727272727
0.5777777777777777,0.3181818181818182,0.20930232558139536,0.14285714285714285,0.35555555555555557
0.55,0.20512820512820512,0.05263157894736842,0.0,0.275
0.3,0.10256410256410256,0.07894736842105263,0.05405405405405406,0.2
0.2894736842105263,0.05405405405405406,0.027777777777777776,0.0,0.18421052631578946
0.4,0.15384615384615385,0.10526315789473684,0.05405405405405406,0.325
0.5384615384615384,0.21052631578947367,0.08108108108108109,0.0,0.28205128205128205
0.46511627906976744,0.11904761904761904,0.024390243902439025,0.0,0.20930232558139536
0.32432432432432434,0.05555555555555555,0.0,0.0,0.16216216216216217
0.3333333333333333,0.13636363636363635,0.046511627906976744,0.0,0.2222222222222222
0.40540540540540543,0.1111111111111111,0.0,0.0,0.21621621621621623
0.6060606060606061,0.34375,0.1935483870967742,0.1,0.42424242424242425
0.3488372093023256,0.21428571428571427,0.17073170731707318,0.15,0.3023255813953488
0.5,0.14285714285714285,0.0625,0.0425531914893617,0.3
0.44680851063829785,0.15217391304347827,0.06666666666666667,0.022727272727272728,0.2127659574468085
0.21052631578947367,0.0,0.0,0.0,0.13157894736842105
0.5434782608695652,0.3111111111111111,0.18181818181818182,0.06976744186046512,0.3695652173913043
0.5333333333333333,0.2727272727272727,0.09302325581395349,0.023809523809523808,0.3333333333333333
0.46153846153846156,0.19607843137254902,0.08,0.04081632653061224,0.19230769230769232
0.5238095238095238,0.1951219512195122,0.1,0.05128205128205128,0.3333333333333333
0.48717948717948717,0.3157894736842105,0.21621621621621623,0.1388888888888889,0.358974358974359
0.23809523809523808,0.04878048780487805,0.0,0.0,0.14285714285714285
0.5813953488372093,0.3333333333333333,0.21951219512195122,0.15,0.2558139534883721
0.46808510638297873,0.13043478260869565,0.022222222222222223,0.0,0.2553191489361702
0.40540540540540543,0.1388888888888889,0.11428571428571428,0.08823529411764706,0.24324324324324326
0.3055555555555556,0.08571428571428572,0.029411764705882353,0.0,0.19444444444444445
0.32653061224489793,0.125,0.0425531914893617,0.0,0.14285714285714285
0.6590909090909091,0.3953488372093023,0.3333333333333333,0.24390243902439024,0.5681818181818182
0.5172413793103449,0.17857142857142858,0.037037037037037035,0.0,0.27586206896551724
0.3333333333333333,0.05263157894736842,0.0,0.0,0.23076923076923078
0.6944444444444444,0.4857142857142857,0.29411764705882354,0.15151515151515152,0.4444444444444444
0.47058823529411764,0.14,0.04081632653061224,0.0,0.23529411764705882
0.6190476190476191,0.36585365853658536,0.225,0.15384615384615385,0.38095238095238093
0.54,0.16326530612244897,0.08333333333333333,0.02127659574468085,0.3
0.58,0.14285714285714285,0.0625,0.02127659574468085,0.34
0.425,0.10256410256410256,0.02631578947368421,0.0,0.225
0.4230769230769231,0.19607843137254902,0.16,0.14285714285714285,0.3269230769230769
0.4,0.11363636363636363,0.046511627906976744,0.023809523809523808,0.26666666666666666
0.1276595744680851,0.021739130434782608,0.0,0.0,0.1276595744680851
0.4772727272727273,0.2558139534883721,0.16666666666666666,0.07317073170731707,0.3409090909090909
0.45714285714285713,0.08823529411764706,0.0,0.0,0.2571428571428571
0.22727272727272727,0.046511627906976744,0.023809523809523808,0.0,0.18181818181818182
0.48484848484848486,0.15625,0.03225806451612903,0.0,0.2727272727272727
0.5116279069767442,0.35714285714285715,0.21951219512195122,0.125,0.4883720930232558
0.36363636363636365,0.20930232558139536,0.09523809523809523,0.04878048780487805,0.3181818181818182
0.44,0.20833333333333334,0.08695652173913043,0.045454545454545456,0.4
0.32142857142857145,0.1111111111111111,0.038461538461538464,0.0,0.25
0.7027027027027027,0.3611111111111111,0.17142857142857143,0.11764705882352941,0.4864864864864865
0.5681818181818182,0.27906976744186046,0.09523809523809523,0.024390243902439025,0.4318181818181818
0.5531914893617021,0.2826086956521739,0.13333333333333333,0.045454545454545456,0.3191489361702128
