rouge1,rouge2,rouge3,rouge4,rougeL
0.4594594594594595,0.3013698630136986,0.2222222222222222,0.16901408450704225,0.4189189189189189
0.5308641975308642,0.2125,0.11392405063291139,0.05128205128205128,0.345679012345679
0.43636363636363634,0.2037037037037037,0.09433962264150944,0.07692307692307693,0.2545454545454545
0.2857142857142857,0.12727272727272726,0.07407407407407407,0.03773584905660377,0.17857142857142858
0.2222222222222222,0.0,0.0,0.0,0.1388888888888889
0.3088235294117647,0.11940298507462686,0.07575757575757576,0.046153846153846156,0.22058823529411764
0.6363636363636364,0.27692307692307694,0.125,0.06349206349206349,0.4393939393939394
0.3902439024390244,0.175,0.05128205128205128,0.0,0.2926829268292683
0.3076923076923077,0.0392156862745098,0.0,0.0,0.15384615384615385
0.33962264150943394,0.15384615384615385,0.09803921568627451,0.04,0.20754716981132076
0.3953488372093023,0.14285714285714285,0.024390243902439025,0.0,0.2558139534883721
0.5365853658536586,0.325,0.23076923076923078,0.13157894736842105,0.36585365853658536
0.4444444444444444,0.34285714285714286,0.29411764705882354,0.2727272727272727,0.4166666666666667
0.3956043956043956,0.16666666666666666,0.10112359550561797,0.07954545454545454,0.24175824175824176
0.4375,0.1276595744680851,0.021739130434782608,0.0,0.2708333333333333
0.17142857142857143,0.028985507246376812,0.0,0.0,0.11428571428571428
0.5857142857142857,0.5072463768115942,0.45588235294117646,0.43283582089552236,0.5142857142857142
0.6046511627906976,0.47619047619047616,0.34146341463414637,0.25,0.6046511627906976
0.24444444444444444,0.07865168539325842,0.022727272727272728,0.011494252873563218,0.08888888888888889
0.5294117647058824,0.18,0.08163265306122448,0.020833333333333332,0.35294117647058826
0.3783783783783784,0.25,0.2,0.17647058823529413,0.35135135135135137
0.27692307692307694,0.09375,0.047619047619047616,0.016129032258064516,0.23076923076923078
0.7073170731707317,0.475,0.358974358974359,0.2631578947368421,0.6829268292682927
0.38095238095238093,0.04878048780487805,0.0,0.0,0.21428571428571427
0.328125,0.12698412698412698,0.06451612903225806,0.04918032786885246,0.140625
0.3142857142857143,0.14705882352941177,0.06060606060606061,0.0,0.14285714285714285
0.4166666666666667,0.2,0.08823529411764706,0.030303030303030304,0.3055555555555556
0.6666666666666666,0.3157894736842105,0.24324324324324326,0.2222222222222222,0.48717948717948717
0.36585365853658536,0.175,0.07692307692307693,0.05263157894736842,0.2926829268292683
0.1875,0.03225806451612903,0.0,0.0,0.125
0.5918367346938775,0.2708333333333333,0.0851063829787234,0.021739130434782608,0.3673469387755102
0.46153846153846156,0.18421052631578946,0.13513513513513514,0.1111111111111111,0.358974358974359
0.5441176470588235,0.417910447761194,0.36363636363636365,0.3076923076923077,0.45588235294117646
0.4,0.13924050632911392,0.08974358974358974,0.07792207792207792,0.25
0.5538461538461539,0.171875,0.047619047619047616,0.016129032258064516,0.3076923076923077
0.24285714285714285,0.10144927536231885,0.058823529411764705,0.014925373134328358,0.2
0.35714285714285715,0.15942028985507245,0.11764705882352941,0.08955223880597014,0.2857142857142857
0.3037974683544304,0.10256410256410256,0.07792207792207792,0.06578947368421052,0.189873417721519
0.19117647058823528,0.08955223880597014,0.06060606060606061,0.046153846153846156,0.17647058823529413
0.4305555555555556,0.23943661971830985,0.18571428571428572,0.14492753623188406,0.3611111111111111
0.42105263157894735,0.08928571428571429,0.03636363636363636,0.018518518518518517,0.24561403508771928
0.75,0.5348837209302325,0.4523809523809524,0.3902439024390244,0.6590909090909091
0.30434782608695654,0.1111111111111111,0.022727272727272728,0.0,0.17391304347826086
0.45,0.358974358974359,0.2631578947368421,0.21621621621621623,0.45
0.2903225806451613,0.15217391304347827,0.08791208791208792,0.03333333333333333,0.13978494623655913
0.3076923076923077,0.14444444444444443,0.0898876404494382,0.045454545454545456,0.16483516483516483
0.6229508196721312,0.4,0.288135593220339,0.20689655172413793,0.3770491803278688
0.5714285714285714,0.3548387096774194,0.19672131147540983,0.1,0.47619047619047616
0.4807692307692308,0.23529411764705882,0.1,0.04081632653061224,0.34615384615384615
0.38666666666666666,0.17567567567567569,0.0821917808219178,0.041666666666666664,0.22666666666666666
