,loop_sum,match_sum,pgen,pnbert
0,8.758064703758407,13.267856236909525,28.020660151779396,13.267856236909525
1,12.460106054338123,18.063692340460964,15.481344127780986,6.70509444883533
2,2.348404282347897,8.16426809802891,14.537294059601555,6.525329026125282
3,2.6117888703725427,10.382649644265278,10.183789794622012,7.9549104569347975
4,0.882915993819316,11.516662085436952,0.892577605181261,10.731128495907337
5,5.508606419495828,15.572601195556395,12.38532005250596,17.963747679246033
6,1.2974089728018772,5.480155781580625,13.377197412955674,11.756811461450956
7,2.5285951011061134,7.424091040673527,11.91207420237254,5.184170064977209
8,0.8605648992473274,2.6489552388504527,2.3371560511454987,2.6814255690129256
9,5.571546612513714,7.964662206989197,14.105137915811932,7.882816888089914
10,2.9384251076134937,9.32678126388416,8.142051642114453,9.32678126388416
11,7.706666545536138,14.100013432526401,33.03725885791958,16.152734675841945
12,14.195119109175044,18.583825433960143,18.81857232459119,15.32929672750637
13,2.131253340736594,16.403523015762666,15.640744094684365,17.763414684859782
14,2.4830076692386607,13.649496534732117,5.908884947130411,19.359766376304457
15,0.9916322084353812,4.134919033769554,3.8264326220133396,2.80306245608328
16,7.27815945956304,37.942565964561936,50.24924863564108,33.840738157901825
17,10.124285231846233,44.384217904772484,34.531509769087975,6.637424938467996
18,5.602088239342117,33.93908290777355,5.322971584946325,26.249836170269493
19,4.754722424344052,33.206320090686745,9.040283225852276,27.209796950786835
20,20.929843624041823,20.439300565339387,21.800235610640737,21.94209548048629
21,1.3224637682882356,12.76259163459405,7.102549926281307,10.901017042608212
22,20.42479231069796,32.823221750773875,36.07023919670411,16.62312454256043
23,0.5221937168821182,1.5205766641277927,0.8720217313426173,1.9630087271469177
24,1.3565199643204144,15.653771239063332,10.702907168001117,10.766255409130935
25,5.376911383189536,5.7396489330200104,7.716785044306419,6.200441056825331
26,6.043355220907112,8.057575695866985,13.266006802852491,6.405347140650494
27,6.49405183500367,10.746962721507646,8.036485473140601,10.746962721507646
28,1.6168543755029647,13.751230930353143,9.290078061654238,15.282804102342707
29,2.2151260632980625,2.5938278382198576,2.1831543695012248,2.5938278382198576
30,5.46289046090082,30.083617608771267,12.460418132407435,22.971928892288467
31,0.9637962103082627,15.515326033509607,8.959258959278307,12.597103807954216
32,6.246721903857163,60.900373614170036,31.88174643545716,34.24163993373295
33,4.86709225347051,19.42471352558946,13.037600810705165,19.15413890544686
34,0.9377059189981165,6.723952709134313,2.0579164791546125,8.05069336220529
35,6.14741468873248,13.967740510036656,5.415834315641394,7.967210391875673
36,14.48760739821618,27.126946803654704,15.211135401720234,27.126946803654704
37,7.4399915472034985,11.53206052331875,8.141085042679036,3.7877535273106733
38,1.1620776325474167,0.9958921354772332,11.879682872693005,19.275253208232474
39,6.1834343416570725,4.147631752176958,22.508905300740174,18.662592048643376
40,1.3177867697107413,3.187158415796228,7.798881547850108,4.645973820961892
41,0.7350812501803445,5.732798728126276,28.748818824153552,31.85032094375031
42,0.7698231955102748,4.305001528483183,2.752617498467574,22.047456081121407
43,25.813062830306112,18.329857013961988,32.82441544879054,23.580557959865697
44,7.611137668875848,7.577393481150408,10.207594922567916,13.3257802051627
45,2.8478081166359868,14.508640899912404,13.526285401963408,18.426174215373653
46,3.2777799836316244,38.303366784174955,35.412226353588004,38.303366784174955
47,10.829207723231105,14.085912776691709,23.54314955980651,20.091188750390337
48,7.407568087466193,20.763014468983084,12.282903532880292,16.085215593788487
49,10.580771109058812,14.00690273651116,12.013082101538489,15.776785869870135
