,loop_sum,match_sum,pgen,pnbert
0,5.434782608695652,4.6888320545609545,6.404782237403928,6.8434559452523525
1,3.90625,4.936530324400565,5.451241671714112,4.244996967859309
2,5.0675675675675675,7.1070234113712365,5.029337803855825,7.1070234113712365
3,5.834305717619604,8.731082654249125,5.834305717619604,8.731082654249125
4,4.790419161676647,4.672897196261683,5.889281507656066,5.062305295950156
5,4.041570438799077,5.202312138728324,6.960556844547564,6.960556844547564
6,9.955752212389381,5.383580080753701,8.372404554588076,3.793626707132018
7,6.642512077294686,6.067961165048542,4.8840048840048835,6.067961165048542
8,6.373117033603708,3.6954915003695485,4.178272980501393,3.6954915003695485
9,3.397508493771234,7.78816199376947,5.2301255230125525,7.78816199376947
10,5.357142857142858,5.731922398589064,4.610655737704918,5.731922398589064
11,19.7869101978691,13.496932515337425,20.220588235294116,15.931372549019606
12,5.8027079303675055,5.336617405582923,5.131128848346636,7.389162561576355
13,3.319502074688797,4.871259568545581,7.952973720608575,10.1115760111576
14,4.094165813715455,6.390977443609024,12.195121951219512,11.227544910179638
15,5.73394495412844,7.971014492753622,5.09090909090909,4.002911208151383
16,12.312633832976445,4.508196721311474,4.534212695795548,7.818930041152263
17,1.0626992561105206,23.64066193853428,19.091847265221876,6.2380038387715935
18,7.46268656716418,3.3454987834549885,5.487804878048781,2.737226277372263
19,8.826583592938734,4.412763068567548,13.40482573726542,5.7627118644067785
20,10.442260442260443,12.040557667934094,13.641755634638194,13.221153846153847
21,2.831257078142695,7.377979568671962,7.936507936507936,6.242905788876277
22,13.057671381936887,2.2261798753339272,20.066889632107024,3.561887800534283
23,8.333333333333332,5.044510385756676,9.193054136874363,4.001778568252556
24,6.300114547537228,3.2497678737233056,6.046511627906976,5.571030640668524
25,3.8759689922480614,9.047044632086852,3.631961259079903,8.413461538461538
26,4.757785467128029,6.076388888888888,6.435643564356436,5.1993067590987865
27,26.923076923076923,12.918379330593071,35.24945770065075,13.661202185792352
28,14.285714285714288,4.4642857142857135,3.787878787878788,8.31353919239905
29,5.629477993858751,2.6905829596412554,6.634499396863689,5.381165919282511
30,12.910798122065728,5.617977528089887,10.894941634241244,5.041518386714117
31,6.9025021570319245,5.289139633286319,6.395348837209303,5.7034220532319395
32,9.604519774011301,8.996728462377316,18.393623543838135,9.784075573549257
33,6.404391582799635,2.2801302931596092,6.8137573004542515,2.2801302931596092
34,3.669724770642202,5.429650613786592,5.095108695652174,6.612410986775178
35,7.174392935982339,5.154639175257732,7.2587532023911185,14.455782312925173
36,4.965243296921548,6.770480704129993,9.196185286103542,6.770480704129993
37,1.662971175166297,2.7563395810363835,5.506607929515418,7.760532150776053
38,1.8248175182481754,8.69167429094236,21.73913043478261,29.465095194922934
39,3.191489361702128,8.639308855291576,5.76241134751773,5.74712643678161
40,6.798516687268233,3.067484662576687,9.290540540540542,3.792667509481669
41,4.959422903516682,6.59025787965616,6.8434559452523525,7.1813285457809695
42,2.927400468384075,3.591380686352754,4.4861337683523645,12.041598248494799
43,12.5,35.900783289817234,40.80310880829015,43.65079365079366
44,5.13347022587269,3.6045314109165805,4.615384615384615,5.629477993858753
45,7.377049180327868,3.025064822817632,2.579535683576956,4.741379310344827
46,5.303030303030302,6.705783738474434,6.6500415627597675,6.705783738474434
47,12.148337595907927,7.666666666666668,9.184423218221896,9.339559706470983
48,18.364928909952607,10.569852941176471,12.5,15.137614678899084
49,4.322766570605187,10.043041606886659,3.945480631276902,10.043041606886659
